0,-2.1436,1.6113,0.49563,-177.13,-136.13,305.17,312.45,10.688
0.0007,-2.2021,1.4209,0.75081,-107.56,-200.98,301.69,312.44,10.907
0.0014,-2.0996,1.001,1.0845,-34.045,-261.37,290.76,312.44,11.125
0.0021,-1.9043,0.37109,1.5212,31.578,-301.96,264.42,312.44,11.344
0.0028,-1.6895,-0.22461,1.8942,85.853,-313.35,218.69,312.42,11.563
0.0035,-1.5234,-0.57617,2.0708,146.54,-308.89,156.06,312.42,11.781
0.0042,-1.2451,-0.84961,2.0856,212.66,-302.46,85.488,312.42,12
0.0049,-0.74219,-1.2109,1.9629,268.41,-289.59,13.42,312.41,12.219
0.0056,-0.087891,-1.665,1.7715,302.46,-262.86,-48.211,312.4,12.437
0.0063,0.46387,-2.0654,1.6243,309.86,-212.36,-103.38,312.4,12.656
0.007,0.78613,-2.2412,1.482,305.91,-146.03,-166.01,312.38,12.875
0.0077,1.084,-2.2119,1.1532,299.5,-73.263,-232.61,312.37,13.093
0.0084,1.46,-2.0459,0.62813,282.23,-2.4751,-283.8,312.37,13.312
0.0091,1.875,-1.8408,0.019629,246.7,58.412,-308.65,312.37,13.531
0.0098,2.1484,-1.709,-0.39258,189.96,114.84,-311.14,312.36,13.749
0.0105,2.2461,-1.5576,-0.66248,124.34,177.71,-307.16,312.36,13.968
0.0112,2.1875,-1.1963,-0.96672,50.821,243.05,-297.72,312.35,14.187
0.0119,2.0117,-0.61523,-1.3691,-19.243,289.59,-278.83,312.35,14.405
0.0126,1.7676,0.029297,-1.7715,-76.478,307.41,-238.57,312.35,14.624
0.0133,1.582,0.4541,-1.9972,-131.74,307.41,-177.93,312.35,14.843
0.014,1.3477,0.72266,-2.0463,-196.87,301.96,-109.34,312.35,15.062
0.0147,0.9082,1.0498,-1.9433,-259.53,289.09,-39.762,312.35,15.28
0.0154,0.2832,1.4697,-1.7519,-300.49,268.3,26.839,312.36,15.499
0.0161,-0.33691,1.8994,-1.5752,-312.33,226.22,85.488,312.38,15.718
0.0168,-0.69824,2.1338,-1.4476,-311.83,160.88,143.64,312.4,15.936
0.0175,-0.97656,2.1484,-1.1875,-307.89,89.104,208.25,312.42,16.155
0.0182,-1.3184,1.9873,-0.69192,-291.6,19.306,268.39,312.43,16.374
0.0189,-1.7188,1.7627,-0.093237,-261.51,-45.047,302.19,312.45,16.593
0.0196,-2.0361,1.6016,0.39749,-213.15,-103.46,305.67,312.47,16.811
0.0203,-2.1484,1.4551,0.66738,-148.02,-163.85,303.68,312.48,17.03
0.021,-2.1143,1.167,0.92747,-73.518,-227.71,299.7,312.48,17.249
0.0217,-1.9385,0.64941,1.271,-4.4407,-283.15,281.31,312.49,17.467
0.0224,-1.6846,0.014648,1.6586,54.275,-311.37,247.02,312.49,17.686
0.0231,-1.4844,-0.46387,1.9285,112,-310.87,193.84,312.5,17.905
0.0238,-1.3086,-0.71777,2.0071,175.65,-305.43,126.24,312.51,18.123
0.0245,-0.95215,-0.98633,1.9334,237.33,-298.99,53.181,312.51,18.342
0.0252,-0.38574,-1.3574,1.7568,286.67,-280.68,-14.414,312.5,18.561
0.0259,0.23438,-1.792,1.5752,309.86,-243.05,-71.074,312.5,18.779
0.0266,0.64941,-2.0947,1.4673,308.87,-184.64,-129.23,312.52,18.998
0.0273,0.91797,-2.1729,1.2808,302.95,-115.34,-195.33,312.52,19.217
0.028,1.2402,-2.0752,0.86367,294.07,-42.077,-257.46,312.51,19.436
0.0287,1.6406,-1.875,0.28462,269.4,25.741,-298.21,312.5,19.655
0.0294,2.0166,-1.709,-0.26008,223.02,82.173,-311.63,312.49,19.873
0.0301,2.2021,-1.5869,-0.57415,162.82,140.59,-309.64,312.49,20.092
0.0308,2.2266,-1.3574,-0.83914,92.761,206.92,-304.67,312.48,20.311
0.0315,2.0947,-0.88867,-1.1777,19.243,265.33,-291.75,312.48,20.53
0.0322,1.8652,-0.24414,-1.5998,-44.9,301.96,-263.42,312.48,20.748
0.0329,1.6211,0.33203,-1.9236,-99.668,308.89,-214.22,312.48,20.967
0.0336,1.4453,0.64453,-2.0512,-159.86,303.94,-149.6,312.48,21.186
0.0343,1.1426,0.89844,-2.0267,-225.98,297.51,-79.026,312.47,21.404
0.035,0.625,1.25,-1.8697,-278.78,283.15,-8.9464,312.47,21.623
0.0357,-0.024414,1.6895,-1.6783,-308.87,252.95,53.181,312.47,21.842
0.0364,-0.52246,2.0459,-1.536,-313.81,198.5,108.35,312.47,22.061
0.0371,-0.80566,2.1729,-1.3838,-309.86,130.69,172.47,312.46,22.279
0.0378,-1.0986,2.1143,-1.0403,-301.97,59.402,237.58,312.46,22.498
0.0385,-1.4697,1.9385,-0.50544,-282.23,-10.89,286.28,312.46,22.717
0.0392,-1.8799,1.748,0.083423,-244.24,-71.283,305.67,312.45,22.935
0.0399,-2.1289,1.626,0.46619,-185.03,-127.72,306.17,312.44,23.154
0.0406,-2.1973,1.4551,0.71646,-115.46,-191.57,303.68,312.44,23.373
0.0413,-2.1191,1.0693,1.0305,-43.913,-254.44,292.25,312.44,23.592
0.042,-1.9336,0.47363,1.4525,22.697,-298.99,268.89,312.44,23.81
0.0427,-1.7139,-0.16113,1.8549,79.439,-312.36,226.64,312.44,24.029
0.0434,-1.543,-0.54199,2.0561,138.15,-308.89,165.01,312.43,24.248
0.0441,-1.2939,-0.80566,2.0856,203.28,-303.94,93.937,312.43,24.467
0.0448,-0.83008,-1.1475,1.9825,261.51,-292.56,23.36,312.43,24.685
0.0455,-0.18555,-1.6016,1.801,299.99,-267.31,-40.756,312.42,24.904
0.0462,0.40527,-2.0215,1.6341,310.35,-220.28,-95.925,312.4,25.123
0.0469,0.74219,-2.2266,1.5065,306.41,-154.94,-157.56,312.39,25.341
0.0476,1.0352,-2.2217,1.217,300.49,-83.658,-225.15,312.39,25.56
0.0483,1.4062,-2.0752,0.70664,285.19,-11.88,-278.83,312.38,25.779
0.049,1.8262,-1.875,0.10305,253.12,51.977,-306.66,312.37,25.997
0.0497,2.1338,-1.7236,-0.35332,198.84,106.92,-310.14,312.36,26.216
0.0504,2.2412,-1.582,-0.62813,132.73,167.81,-309.15,312.34,26.434
0.0511,2.207,-1.2549,-0.91765,60.196,234.14,-300.2,312.33,26.653
0.0518,2.0361,-0.70312,-1.3102,-8.8813,286.62,-280.32,312.32,26.872
0.0525,1.8018,-0.048828,-1.7273,-69.077,307.41,-245.03,312.32,27.09
0.0532,1.6016,0.41016,-1.9825,-125.33,305.92,-188.87,312.32,27.309
0.0539,1.3916,0.68359,-2.0463,-187.99,302.95,-117.79,312.33,27.528
0.0546,0.97656,0.99609,-1.9629,-250.16,293.55,-46.72,312.33,27.747
0.0553,0.37109,1.4062,-1.7862,-297.53,271.27,18.39,312.34,27.965
0.056,-0.25879,1.8555,-1.6047,-314.3,231.17,76.541,312.35,28.184
0.0567,-0.65918,2.1191,-1.4722,-310.85,172.27,136.18,312.37,28.403
0.0574,-0.9375,2.1631,-1.2415,-307.39,100.49,201.29,312.38,28.621
0.0581,-1.2744,2.0215,-0.77534,-297.03,26.236,260.44,312.4,28.84
0.0588,-1.6699,1.7969,-0.17175,-267.92,-38.117,298.71,312.42,29.059
0.0595,-2.0117,1.6211,0.34841,-219.07,-93.559,308.15,312.43,29.277
0.0602,-2.1484,1.4844,0.64285,-156.9,-154.94,304.67,312.43,29.496
0.0609,-2.1289,1.2207,0.89312,-85.853,-220.78,298.71,312.45,29.715
0.0616,-1.9727,0.72754,1.2317,-12.829,-276.72,284.79,312.45,29.933
0.0623,-1.7285,0.097656,1.6194,48.354,-308.4,253.48,312.45,30.152
0.063,-1.5088,-0.4248,1.9138,103.12,-311.86,200.8,312.45,30.371
0.0637,-1.333,-0.69824,2.0071,166.28,-306.91,135.19,312.46,30.589
0.0644,-1.0107,-0.94727,1.958,230.42,-299.98,63.122,312.45,30.808
0.0651,-0.47363,-1.3086,1.7911,281.24,-284.14,-5.4672,312.46,31.027
0.0658,0.16113,-1.7383,1.5998,307.89,-249.98,-64.613,312.46,31.245
0.0665,0.61523,-2.0654,1.4722,309.86,-192.56,-121.27,312.46,31.464
0.0672,0.87891,-2.168,1.3102,303.94,-124.74,-186.88,312.46,31.683
0.0679,1.1914,-2.0947,0.93728,295.06,-52.472,-250.5,312.46,31.902
0.0686,1.582,-1.9043,0.36804,274.83,17.821,-293.24,312.46,32.12
0.0693,1.9727,-1.7285,-0.19138,231.9,74.748,-310.14,312.47,32.339
0.07,2.1875,-1.5967,-0.5447,170.23,131.18,-310.64,312.47,32.558
0.0707,2.2266,-1.3916,-0.79988,101.64,198.01,-306.17,312.48,32.777
0.0714,2.124,-0.96191,-1.1287,30.098,260.38,-292.75,312.47,32.995
0.0721,1.8994,-0.3418,-1.536,-36.512,298,-268.39,312.47,33.214
0.0728,1.6504,0.26367,-1.8893,-93.748,307.41,-223.66,312.47,33.433
0.0735,1.4648,0.61523,-2.0414,-150,305.92,-157.56,312.47,33.652
0.0742,1.1963,0.85938,-2.0316,-216.11,299.98,-86.979,312.47,33.87
0.0749,0.69824,1.1963,-1.8893,-274.83,283.65,-18.39,312.48,34.089
0.0756,0.063477,1.6309,-1.6979,-307.89,256.42,44.235,312.48,34.308
0.0763,-0.47852,2.0117,-1.5409,-312.33,208.9,102.39,312.5,34.526
0.077,-0.77148,2.1631,-1.4035,-309.86,141.08,163.52,312.5,34.745
0.0777,-1.0547,2.1338,-1.0943,-305.42,66.828,228.13,312.5,34.964
0.0784,-1.4209,1.958,-0.57415,-285.68,-2.9701,280.82,312.49,35.183
0.0791,-1.8262,1.7725,0.014722,-249.17,-62.372,306.66,312.48,35.401
