0,-0.55664,2.1094,-1.5605,-314.79,171.77,137.67,312.35,10.69
0.0007,-0.87891,2.1875,-1.3299,-309.37,103.95,202.29,312.34,10.909
0.0014,-1.2354,2.1045,-0.89802,-296.54,30.691,258.95,312.33,11.127
0.0021,-1.6309,1.9336,-0.34841,-266.93,-38.117,295.23,312.32,11.346
0.0028,-1.9775,1.7529,0.17175,-218.09,-98.509,309.64,312.33,11.565
0.0035,-2.1729,1.5967,0.53979,-157.4,-156.92,310.64,312.34,11.783
0.0042,-2.2314,1.3184,0.8833,-89.8,-220.78,303.68,312.36,12.002
0.0049,-2.1436,0.83496,1.2808,-18.256,-275.23,285.29,312.36,12.221
0.0056,-1.8994,0.2002,1.6881,48.847,-306.42,252.49,312.37,12.439
0.0063,-1.6553,-0.35156,1.9874,106.58,-314.34,203.28,312.39,12.658
0.007,-1.4453,-0.70801,2.1346,166.28,-312.36,138.17,312.41,12.877
0.0077,-1.0938,-1.0303,2.115,228.94,-303.94,67.098,312.43,13.096
0.0084,-0.56152,-1.3965,1.958,278.78,-281.17,-2.9821,312.45,13.314
0.0091,0.063477,-1.7969,1.7421,305.91,-246.02,-66.104,312.47,13.533
0.0098,0.53711,-2.0996,1.5752,310.35,-193.06,-125.25,312.5,13.752
0.0105,0.87402,-2.2217,1.374,307.39,-127.22,-187.87,312.53,13.971
0.0112,1.2207,-2.1631,0.97163,298.51,-55.442,-247.52,312.54,14.189
0.0119,1.6016,-1.9922,0.43674,272.36,15.841,-290.76,312.53,14.408
0.0126,1.9678,-1.7871,-0.12759,229.43,77.223,-311.63,312.54,14.627
0.0133,2.168,-1.6162,-0.51035,171.71,136.13,-314.61,312.55,14.846
0.014,2.2461,-1.3867,-0.83423,106.08,199,-310.14,312.55,15.064
0.0147,2.1631,-0.94238,-1.1974,34.539,257.41,-296.22,312.56,15.283
0.0154,1.9287,-0.3418,-1.5703,-35.525,295.53,-268.39,312.56,15.502
0.0161,1.6602,0.25391,-1.8942,-94.734,310.38,-222.17,312.56,15.72
0.0168,1.4648,0.625,-2.0659,-152.46,310.38,-160.04,312.56,15.939
0.0175,1.1816,0.92285,-2.0856,-215.62,303.45,-91.949,312.57,16.158
0.0182,0.69336,1.2598,-1.958,-270.88,284.14,-21.869,312.57,16.377
0.0189,0.10254,1.6455,-1.7519,-304.43,254.44,45.229,312.56,16.596
0.0196,-0.42969,1.9922,-1.5752,-313.81,207.41,104.37,312.56,16.814
0.0203,-0.78125,2.168,-1.3986,-313.31,142.57,164.51,312.56,17.033
0.021,-1.1182,2.1484,-1.06,-307.39,71.283,227.14,312.55,17.252
0.0217,-1.4795,1.9922,-0.55452,-284.2,1.4851,277.34,312.54,17.471
0.0224,-1.8506,1.7871,0.019629,-247.2,-63.858,304.67,312.53,17.689
0.0231,-2.1094,1.6016,0.45637,-193.91,-123.75,309.64,312.52,17.908
0.0238,-2.207,1.3965,0.78025,-129.27,-184.64,308.15,312.51,18.127
0.0245,-2.1582,1.0205,1.1139,-57.729,-245.03,298.71,312.51,18.346
0.0252,-1.9678,0.45898,1.4869,11.842,-291.57,272.86,312.5,18.564
0.0259,-1.6895,-0.14648,1.8255,73.024,-312.36,232.61,312.49,18.783
0.0266,-1.4795,-0.58105,2.0316,132.23,-313.35,176.94,312.48,19.002
0.0273,-1.2549,-0.85449,2.0905,193.91,-309.39,107.85,312.45,19.22
0.028,-0.83496,-1.1719,2.0021,252.13,-296.02,36.283,312.43,19.439
0.0287,-0.2832,-1.5283,1.8157,294.07,-267.81,-31.312,312.41,19.658
0.0294,0.27344,-1.8945,1.6292,310.35,-225.23,-90.458,312.38,19.876
0.0301,0.64941,-2.1289,1.4967,308.87,-166.82,-151.59,312.37,20.095
0.0308,0.97168,-2.1875,1.2366,304.93,-96.034,-214.71,312.36,20.314
0.0315,1.3379,-2.085,0.77043,290.12,-23.761,-267.89,312.34,20.532
