0,2.9736,-0.2832,-2.6646,121.87,182.66,-314.12,301.58,10.314
0.0007,2.4854,0.44922,-2.91,52.301,244.04,-301.69,301.59,10.525
0.0014,1.8311,1.3232,-3.1406,-17.763,289.59,-274.85,301.59,10.736
0.0021,1.2402,1.9971,-3.2339,-81.412,308.89,-235.09,301.59,10.947
0.0028,0.70312,2.4756,-3.175,-140.13,309.88,-177.93,301.59,11.159
0.0035,0.058594,2.749,-2.8069,-200.32,306.91,-109.34,301.58,11.37
0.0042,-0.68359,2.959,-2.2966,-257.56,292.06,-38.271,301.58,11.581
0.0049,-1.5479,3.1738,-1.6685,-298.51,261.87,29.324,301.59,11.792
0.0056,-2.1533,3.2373,-1.1188,-313.81,218.8,88.967,301.59,12.003
0.0063,-2.5879,3.1592,-0.62322,-313.31,159.4,150.1,301.59,12.214
0.007,-2.8516,2.7637,0.039258,-308.38,90.589,213.22,301.58,12.425
0.0077,-3.1006,2.2021,0.83914,-291.6,16.831,266.4,301.58,12.636
0.0084,-3.3008,1.5527,1.6734,-257.56,-51.482,300.2,301.59,12.847
0.0091,-3.2764,1.0107,2.2083,-206.74,-110.39,311.14,301.59,13.058
0.0098,-3.0762,0.44922,2.5861,-145.56,-169.79,310.64,301.59,13.27
0.0105,-2.5928,-0.27344,2.8462,-76.478,-232.66,302.19,301.58,13.481
0.0112,-2.0166,-1.0791,3.0768,-5.4275,-282.16,280.32,301.58,13.692
0.0119,-1.3623,-1.8945,3.2535,59.702,-309.39,245.03,301.59,13.903
0.0126,-0.8252,-2.3828,3.2044,117.92,-314.83,191.85,301.59,14.114
0.0133,-0.25879,-2.6904,2.9492,178.12,-312.36,125.75,301.59,14.325
0.014,0.50781,-2.915,2.4291,238.81,-300.97,54.672,301.59,14.536
0.0147,1.3281,-3.1201,1.8304,285.19,-275.23,-14.911,301.6,14.747
0.0154,2.0801,-3.2812,1.2464,307.39,-237.61,-76.541,301.6,14.958
0.0161,2.4951,-3.2129,0.76553,309.86,-182.66,-136.18,301.59,15.17
0.0168,2.793,-2.9248,0.18157,306.41,-114.35,-198.81,301.59,15.381
0.0175,3.0371,-2.3779,-0.60359,294.56,-41.087,-256.96,301.59,15.592
0.0182,3.2568,-1.7773,-1.4133,263.97,29.206,-297.72,301.59,15.803
0.0189,3.3398,-1.1621,-2.1199,217.59,89.104,-314.61,301.59,16.014
0.0196,3.1494,-0.625,-2.4732,161.34,149,-314.61,301.58,16.225
0.0203,2.7832,0.0048828,-2.7628,93.748,211.37,-309.64,301.57,16.436
0.021,2.1973,0.81543,-2.9885,19.736,265.33,-292.75,301.57,16.647
0.0217,1.6016,1.6113,-3.1995,-47.367,300.48,-260.44,301.57,16.858
0.0224,0.98633,2.2705,-3.2584,-105.1,311.86,-211.23,301.57,17.069
0.0231,0.44922,2.5781,-3.0229,-164.8,309.39,-150.1,301.56,17.281
0.0238,-0.24902,2.8174,-2.5812,-226.97,300.97,-80.517,301.55,17.492
0.0245,-1.0547,3.0176,-2.0021,-277.79,281.17,-7.9523,301.54,17.703
0.0252,-1.8018,3.208,-1.4525,-307.39,246.52,56.163,301.54,17.914
0.0259,-2.3975,3.2471,-0.89802,-315.29,195.04,114.31,301.53,18.125
0.0266,-2.6807,2.9932,-0.36804,-311.83,130.19,177.44,301.51,18.336
0.0273,-2.9541,2.5293,0.36804,-302.95,59.402,238.57,301.51,18.547
0.028,-3.1592,1.9092,1.1875,-279.76,-13.861,284.3,301.51,18.758
0.0287,-3.3008,1.3379,1.8991,-238.32,-76.728,307.16,301.51,18.969
